question_id,category,subcategory,question,options_json,answer,contexts_json
1646,environmental_interaction,environmental_interaction,Who used the suitcase the most on DAY6?,"[""Lucia"", ""Shure"", ""Tasha"", ""Jake"", ""Alice""]",Alice,"[""DAY6 10:02:35 - 10:02:36, Alice: My room has a suitcase."", ""DAY6 10:06:33 - 10:06:34, Jake: Then I closed the suitcase."", ""DAY6 10:06:34 - 10:06:36, Jake: I lifted the suitcase again."", ""DAY6 10:06:36 - 10:06:38, Jake: I organized my suitcase."", ""DAY6 10:06:42 - 10:06:44, Jake: Then I organized my clothes and closed the suitcase."", ""DAY6 10:06:44 - 10:06:46, Jake: Then I pushed the suitcase."", ""DAY6 10:06:50 - 10:06:51, Jake: Put the backpack on top of the suitcase."", ""DAY6 11:45:56 - 11:45:57, Alice: Let me take a look at my suitcase on the ground."", ""DAY6 11:54:12 - 11:54:13, Tasha: I walked over to the suitcase."", ""DAY6 11:54:15 - 11:54:17, Tasha: I opened the suitcase."", ""DAY6 11:54:17 - 11:54:19, Tasha: I stuffed the clothes into the suitcase."", ""DAY6 12:00:46 - 12:00:49, Alice: I took a few steps and put the bag in the suitcase."", ""DAY6 12:00:49 - 12:00:51, Alice: Then I stuffed this bag of things into the suitcase."", ""DAY6 12:00:51 - 12:00:54, Alice: I close the suitcase."", ""DAY6 12:01:02 - 12:01:04, Alice: I threw the tissue on the suitcase."", ""DAY6 12:03:57 - 12:03:58, Lucia: I moved my suitcase a bit."", ""DAY6 12:08:35 - 12:08:36, Tasha: Then I opened the suitcase."", ""DAY6 12:08:36 - 12:08:38, Tasha: Stuffed into the suitcase."", ""DAY6 12:08:44 - 12:08:45, Tasha: Then it was placed on the suitcase."", ""DAY6 12:12:26 - 12:12:27, Alice: I opened the suitcase."", ""DAY6 12:12:29 - 12:12:30, Alice: I close the suitcase."", ""DAY6 12:12:30 - 12:12:32, Alice: I put the tape on the suitcase."", ""DAY6 12:12:40 - 12:12:42, Alice: I put them all on the suitcase."", ""DAY6 12:12:49 - 12:12:50, Alice: He placed it on the suitcase."", ""DAY6 12:18:26 - 12:18:26, Alice: Look at my suitcase."", ""DAY6 12:19:39 - 12:19:42, Alice: I pressed the suitcase switch."", ""DAY6 12:20:56 - 12:20:57, Alice: I am looking at the suitcase over there."", ""DAY6 12:21:00 - 12:21:01, Alice: I am looking at the suitcase."", ""DAY6 12:22:28 - 12:22:30, Tasha: Put it on my suitcase."", ""DAY6 12:22:48 - 12:22:50, Jake: Then I lifted the suitcase with my right hand."", ""DAY6 12:33:52 - 12:33:54, Shure: Then open the suitcase."", ""DAY6 12:33:54 - 12:33:57, Shure: I am preparing to put the pants in the suitcase."", ""DAY6 12:33:57 - 12:33:59, Shure: Then I put it in the suitcase."", ""DAY6 12:41:52 - 12:41:53, Shure: I opened the suitcase."", ""DAY6 12:41:53 - 12:41:55, Shure: Put it in the suitcase."", ""DAY6 12:52:23 - 12:52:24, Shure: I opened the suitcase."", ""DAY6 12:52:25 - 12:52:26, Shure: Close the suitcase."", ""DAY6 13:09:31 - 13:09:33, Alice: I am looking at my suitcase."", ""DAY6 13:18:37 - 13:18:40, Lucia: I pulled my suitcase."", ""DAY6 13:18:42 - 13:18:44, Lucia: I pushed the suitcase back to its original position."", ""DAY6 15:22:21 - 15:22:22, Katrina: Put it on the suitcase."", ""DAY6 15:22:57 - 15:22:59, Katrina: I put it on the suitcase."", ""DAY6 15:29:05 - 15:29:06, Alice: My friend opened my suitcase."", ""DAY6 15:29:07 - 15:29:08, Alice: He opened my suitcase and I pointed."", ""DAY6 15:29:08 - 15:29:10, Alice: My friend opened my suitcase."", ""DAY6 15:31:13 - 15:31:14, Alice: I put the tape on the suitcase."", ""DAY6 15:32:32 - 15:32:34, Katrina: Put it in the bag on the suitcase."", ""DAY6 16:04:42 - 16:04:44, Shure: Then there is a suitcase next to it."", ""DAY6 16:10:00 - 16:10:01, Katrina: Take a look at my suitcase."", ""DAY6 16:10:57 - 16:11:00, Jake: Then many people are carrying suitcases."", ""DAY6 16:12:04 - 16:12:05, Katrina: I walked over to the suitcase."", ""DAY6 16:12:05 - 16:12:06, Katrina: Then place it on the bag next to the suitcase."", ""DAY6 16:21:49 - 16:21:51, Katrina: I put it on the suitcase."", ""DAY6 16:45:40 - 16:45:41, Tasha: I opened the suitcase."", ""DAY6 16:46:03 - 16:46:05, Tasha: I am rummaging through my suitcase."", ""DAY6 16:46:05 - 16:46:08, Tasha: My suitcase is very messy."", ""DAY6 16:46:08 - 16:46:11, Tasha: Then I prepared to close the suitcase."", ""DAY6 17:43:15 - 17:43:17, Alice: I close the suitcase."", ""DAY6 17:43:17 - 17:43:19, Alice: I am holding onto the suitcase."", ""DAY6 17:43:18 - 17:43:20, Alice: I am pushing the suitcase."", ""DAY6 17:43:20 - 17:43:21, Alice: I close the suitcase.""]"
1647,environmental_interaction,environmental_interaction,Who used the suitcase the most before 1PM on DAY7?,"[""Lucia"", ""Jake"", ""Tasha"", ""Alice"", ""Katrina""]",Alice,"[""DAY7 12:31:48 - 12:31:49, Alice: I looked at the suitcase."", ""DAY7 12:31:55 - 12:31:56, Alice: I opened the suitcase."", ""DAY7 12:31:57 - 12:31:58, Alice: I threw all my clothes in the suitcase."", ""DAY7 12:32:21 - 12:32:24, Alice: I turned around and closed the suitcase."", ""DAY7 12:32:24 - 12:32:27, Alice: I am closing the suitcase, I am squeezing the suitcase."", ""DAY7 12:32:28 - 12:32:30, Alice: I close the suitcase and I speak.""]"
1648,environmental_interaction,environmental_interaction,How many people used suitcase on DAY2?,"[""1"", ""4"", ""2"", ""5"", ""3""]",3,"[""DAY2 13:28:03 - 13:28:05, Jake: I packed my suitcase."", ""DAY2 13:28:05 - 13:28:07, Jake: I closed the suitcase."", ""DAY2 13:28:09 - 13:28:11, Jake: I packed up the suitcase."", ""DAY2 13:28:12 - 13:28:15, Jake: I am pulling up the zipper of the suitcase."", ""DAY2 13:28:16 - 13:28:18, Jake: I put the suitcase back in its original place."", ""DAY2 13:28:45 - 13:28:47, Jake: Then it was placed on top of the suitcase."", ""DAY2 13:31:33 - 13:31:36, Jake: I put my glasses on top of the suitcase."", ""DAY2 16:19:15 - 16:19:16, Tasha: I opened the suitcase."", ""DAY2 16:19:16 - 16:19:19, Tasha: I put them in the suitcase."", ""DAY2 16:19:20 - 16:19:23, Tasha: I put some things back into the suitcase."", ""DAY2 16:19:41 - 16:19:43, Tasha: I put it back in the suitcase."", ""DAY2 16:20:56 - 16:20:58, Tasha: Put it in the suitcase."", ""DAY2 16:21:32 - 16:21:33, Tasha: Open the suitcase."", ""DAY2 16:21:32 - 16:21:32, Tasha: Moved the suitcase handle."", ""DAY2 17:16:44 - 17:16:45, Alice: Then open my suitcase."", ""DAY2 22:03:18 - 22:03:21, Jake: Then my phone is facing down towards the suitcase."", ""DAY2 22:38:27 - 22:38:29, Alice: Except for my suitcase placed beside me."", ""DAY2 22:49:11 - 22:49:14, Alice: Then I pointed to the table next to the suitcase."", ""DAY2 22:55:35 - 22:55:39, Alice: Then I measured the length and width of my suitcase again.""]"
1649,environmental_interaction,environmental_interaction,How many people used the suitcase on DAY4?,"[""5"", ""2"", ""4"", ""1"", ""3""]",2,"[""DAY4 11:14:31 - 11:14:32, Tasha: I sat down and opened the suitcase."", ""DAY4 11:14:33 - 11:14:33, Tasha: I moved the things in the suitcase."", ""DAY4 11:22:22 - 11:22:25, Alice: Put it in the suitcase on the ground."", ""DAY4 11:53:35 - 11:53:36, Katrina: My suitcase is very messy."", ""DAY4 11:54:10 - 11:54:12, Katrina: Then I have many clothes in my suitcase."", ""DAY4 11:57:37 - 11:57:39, Katrina: There are many clothes in my suitcase."", ""DAY4 11:57:40 - 11:57:42, Katrina: There is a trash can in front of the suitcase."", ""DAY4 11:57:42 - 11:57:46, Katrina: There is a red bag on the left side of the suitcase."", ""DAY4 11:57:46 - 11:57:49, Katrina: There is also a bag on the right side of the suitcase."", ""DAY4 11:59:05 - 11:59:08, Katrina: Then there is a suitcase in my room."", ""DAY4 11:59:09 - 11:59:10, Katrina: The suitcase is open."", ""DAY4 11:59:13 - 11:59:15, Katrina: On the right side of the suitcase is a bag."", ""DAY4 11:59:15 - 11:59:17, Katrina: There is a trash can in front of the suitcase.""]"
1650,environmental_interaction,environmental_interaction,How many people used the suitcase on DAY6?,"[""8"", ""4"", ""5"", ""7"", ""6""]",6,"[""DAY6 10:02:35 - 10:02:36, Alice: My room has a suitcase."", ""DAY6 10:06:33 - 10:06:34, Jake: Then I closed the suitcase."", ""DAY6 10:06:34 - 10:06:36, Jake: I lifted the suitcase again."", ""DAY6 10:06:36 - 10:06:38, Jake: I organized my suitcase."", ""DAY6 10:06:42 - 10:06:44, Jake: Then I organized my clothes and closed the suitcase."", ""DAY6 10:06:44 - 10:06:46, Jake: Then I pushed the suitcase."", ""DAY6 10:06:50 - 10:06:51, Jake: Put the backpack on top of the suitcase."", ""DAY6 11:45:56 - 11:45:57, Alice: Let me take a look at my suitcase on the ground."", ""DAY6 11:54:12 - 11:54:13, Tasha: I walked over to the suitcase."", ""DAY6 11:54:15 - 11:54:17, Tasha: I opened the suitcase."", ""DAY6 11:54:17 - 11:54:19, Tasha: I stuffed the clothes into the suitcase."", ""DAY6 12:00:46 - 12:00:49, Alice: I took a few steps and put the bag in the suitcase."", ""DAY6 12:00:49 - 12:00:51, Alice: Then I stuffed this bag of things into the suitcase."", ""DAY6 12:00:51 - 12:00:54, Alice: I close the suitcase."", ""DAY6 12:01:02 - 12:01:04, Alice: I threw the tissue on the suitcase."", ""DAY6 12:03:57 - 12:03:58, Lucia: I moved my suitcase a bit."", ""DAY6 12:08:35 - 12:08:36, Tasha: Then I opened the suitcase."", ""DAY6 12:08:36 - 12:08:38, Tasha: Stuffed into the suitcase."", ""DAY6 12:08:44 - 12:08:45, Tasha: Then it was placed on the suitcase."", ""DAY6 12:12:26 - 12:12:27, Alice: I opened the suitcase."", ""DAY6 12:12:29 - 12:12:30, Alice: I close the suitcase."", ""DAY6 12:12:30 - 12:12:32, Alice: I put the tape on the suitcase."", ""DAY6 12:12:40 - 12:12:42, Alice: I put them all on the suitcase."", ""DAY6 12:12:49 - 12:12:50, Alice: He placed it on the suitcase."", ""DAY6 12:18:26 - 12:18:26, Alice: Look at my suitcase."", ""DAY6 12:19:39 - 12:19:42, Alice: I pressed the suitcase switch."", ""DAY6 12:20:56 - 12:20:57, Alice: I am looking at the suitcase over there."", ""DAY6 12:21:00 - 12:21:01, Alice: I am looking at the suitcase."", ""DAY6 12:22:28 - 12:22:30, Tasha: Put it on my suitcase."", ""DAY6 12:22:48 - 12:22:50, Jake: Then I lifted the suitcase with my right hand."", ""DAY6 12:33:52 - 12:33:54, Shure: Then open the suitcase."", ""DAY6 12:33:54 - 12:33:57, Shure: I am preparing to put the pants in the suitcase."", ""DAY6 12:33:57 - 12:33:59, Shure: Then I put it in the suitcase."", ""DAY6 12:41:52 - 12:41:53, Shure: I opened the suitcase."", ""DAY6 12:41:53 - 12:41:55, Shure: Put it in the suitcase."", ""DAY6 12:52:23 - 12:52:24, Shure: I opened the suitcase."", ""DAY6 12:52:25 - 12:52:26, Shure: Close the suitcase."", ""DAY6 13:09:31 - 13:09:33, Alice: I am looking at my suitcase."", ""DAY6 13:18:37 - 13:18:40, Lucia: I pulled my suitcase."", ""DAY6 13:18:42 - 13:18:44, Lucia: I pushed the suitcase back to its original position."", ""DAY6 15:22:21 - 15:22:22, Katrina: Put it on the suitcase."", ""DAY6 15:22:57 - 15:22:59, Katrina: I put it on the suitcase."", ""DAY6 15:29:05 - 15:29:06, Alice: My friend opened my suitcase."", ""DAY6 15:29:07 - 15:29:08, Alice: He opened my suitcase and I pointed."", ""DAY6 15:29:08 - 15:29:10, Alice: My friend opened my suitcase."", ""DAY6 15:31:13 - 15:31:14, Alice: I put the tape on the suitcase."", ""DAY6 15:32:32 - 15:32:34, Katrina: Put it in the bag on the suitcase."", ""DAY6 16:04:42 - 16:04:44, Shure: Then there is a suitcase next to it."", ""DAY6 16:10:00 - 16:10:01, Katrina: Take a look at my suitcase."", ""DAY6 16:10:57 - 16:11:00, Jake: Then many people are carrying suitcases."", ""DAY6 16:12:04 - 16:12:05, Katrina: I walked over to the suitcase."", ""DAY6 16:12:05 - 16:12:06, Katrina: Then place it on the bag next to the suitcase."", ""DAY6 16:21:49 - 16:21:51, Katrina: I put it on the suitcase."", ""DAY6 16:45:40 - 16:45:41, Tasha: I opened the suitcase."", ""DAY6 16:46:03 - 16:46:05, Tasha: I am rummaging through my suitcase."", ""DAY6 16:46:05 - 16:46:08, Tasha: My suitcase is very messy."", ""DAY6 16:46:08 - 16:46:11, Tasha: Then I prepared to close the suitcase."", ""DAY6 17:43:15 - 17:43:17, Alice: I close the suitcase."", ""DAY6 17:43:17 - 17:43:19, Alice: I am holding onto the suitcase."", ""DAY6 17:43:18 - 17:43:20, Alice: I am pushing the suitcase."", ""DAY6 17:43:20 - 17:43:21, Alice: I close the suitcase.""]"
1651,environmental_interaction,environmental_interaction,How many people used the suitcase before 1PM on DAY7?,"[""0"", ""4"", ""1"", ""2"", ""3""]",1,"[""DAY7 12:31:48 - 12:31:49, Alice: I looked at the suitcase."", ""DAY7 12:31:55 - 12:31:56, Alice: I opened the suitcase."", ""DAY7 12:31:57 - 12:31:58, Alice: I threw all my clothes in the suitcase."", ""DAY7 12:32:21 - 12:32:24, Alice: I turned around and closed the suitcase."", ""DAY7 12:32:24 - 12:32:27, Alice: I am closing the suitcase, I am squeezing the suitcase."", ""DAY7 12:32:28 - 12:32:30, Alice: I close the suitcase and I speak.""]"
1652,environmental_interaction,environmental_interaction,Who was the last person to take things out of the trunk on DAY1?,"[""Tasha"", ""Katrina"", ""Lucia"", ""Alice"", ""Jake""]",Jake,"[""DAY1 11:42:50 - 11:42:52, Tasha: Opened the yellow suitcase."", ""DAY1 11:42:53 - 11:42:55, Tasha: Took a bag out of the suitcase."", ""DAY1 12:44:48 - 12:44:53, Shure: He seems to be adjusting his suitcase."", ""DAY1 13:28:54 - 13:28:58, Shure: He is carrying a large suitcase."", ""DAY1 13:56:18 - 13:56:20, Lucia: I want to help him carry the suitcase."", ""DAY1 14:02:45 - 14:02:47, Shure: I saw Lucia packing the suitcase."", ""DAY1 18:41:14 - 18:41:16, Alice: Then we opened the trunk."", ""DAY1 18:41:15 - 18:41:20, Katrina: Lucia opened the trunk."", ""DAY1 18:41:15 - 18:41:17, Lucia: We opened the trunk."", ""DAY1 18:41:16 - 18:41:19, Jake: Lucia waited for the trunk to open."", ""DAY1 18:41:18 - 18:41:19, Tasha: We opened the trunk."", ""DAY1 18:41:18 - 18:41:23, Lucia: We will place the goods we are going to purchase in the trunk."", ""DAY1 18:41:36 - 18:41:37, Tasha: Put it in the trunk."", ""DAY1 18:41:38 - 18:41:43, Lucia: Put it in the trunk."", ""DAY1 18:41:42 - 18:41:43, Alice: I pointed at the trunk."", ""DAY1 18:41:48 - 18:41:50, Tasha: Put it in the trunk."", ""DAY1 18:41:50 - 18:41:54, Alice: Then Tasha reached out to close the trunk."", ""DAY1 18:41:51 - 18:41:56, Jake: Tasha closed the trunk."", ""DAY1 18:41:53 - 18:41:57, Lucia: Jake's hat always hits the trunk of the car."", ""DAY1 18:41:54 - 18:41:59, Katrina: We close the trunk."", ""DAY1 18:41:54 - 18:41:57, Alice: Tasha, Lucia, and I tried to close the trunk."", ""DAY1 18:41:55 - 18:41:59, Tasha: Now let's close the trunk for him."", ""DAY1 18:42:05 - 18:42:06, Alice: I found that the trunk closed slowly by itself."", ""DAY1 19:03:20 - 19:03:22, Katrina: I saw the driver open the trunk."", ""DAY1 19:03:22 - 19:03:23, Katrina: The trunk door rises."", ""DAY1 19:03:24 - 19:03:25, Katrina: The trunk door is lit up."", ""DAY1 19:03:24 - 19:03:27, Tasha: Then we are ready to open the trunk."", ""DAY1 19:03:25 - 19:03:27, Jake: We opened the trunk of the car."", ""DAY1 19:03:26 - 19:03:27, Katrina: I am standing directly in front of the trunk."", ""DAY1 19:03:27 - 19:03:29, Alice: Then we open the trunk."", ""DAY1 19:03:27 - 19:03:30, Tasha: Take the stuff from the trunk."", ""DAY1 19:03:28 - 19:03:29, Jake: We looked at the trunk."", ""DAY1 19:03:35 - 19:03:38, Lucia: I came to the trunk here."", ""DAY1 19:03:36 - 19:03:41, Jake: Tasha, Lucia, and Alice are all busy packing their luggage."", ""DAY1 19:03:52 - 19:03:56, Alice: Then there are still two shopping bags left in the trunk."", ""DAY1 19:04:01 - 19:04:05, Jake: I am tidying up in the trunk."", ""DAY1 19:04:05 - 19:04:10, Lucia: Jake took things out of the trunk."", ""DAY1 19:04:15 - 19:04:17, Jake: There are still things that fell in the trunk."", ""DAY1 19:04:18 - 19:04:21, Jake: Alice and Tasha are tidying up at the back of the trunk."", ""DAY1 19:04:23 - 19:04:29, Lucia: Tasha and Alice checked the trunk one last time."", ""DAY1 19:04:25 - 19:04:27, Alice: I took a glance at the trunk."", ""DAY1 19:04:32 - 19:04:35, Jake: The driver closed the trunk door."", ""DAY1 19:04:35 - 19:04:37, Tasha: The master closed the trunk.""]"
1653,environmental_interaction,environmental_interaction,Who was the last person to use the suitcase on DAY2?,"[""Alice"", ""Tasha"", ""Katrina"", ""Lucia"", ""Jake""]",Alice,"[""DAY2 13:28:03 - 13:28:05, Jake: I packed my suitcase."", ""DAY2 13:28:05 - 13:28:07, Jake: I closed the suitcase."", ""DAY2 13:28:09 - 13:28:11, Jake: I packed up the suitcase."", ""DAY2 13:28:12 - 13:28:15, Jake: I am pulling up the zipper of the suitcase."", ""DAY2 13:28:16 - 13:28:18, Jake: I put the suitcase back in its original place."", ""DAY2 13:28:45 - 13:28:47, Jake: Then it was placed on top of the suitcase."", ""DAY2 13:31:33 - 13:31:36, Jake: I put my glasses on top of the suitcase."", ""DAY2 16:19:15 - 16:19:16, Tasha: I opened the suitcase."", ""DAY2 16:19:16 - 16:19:19, Tasha: I put them in the suitcase."", ""DAY2 16:19:20 - 16:19:23, Tasha: I put some things back into the suitcase."", ""DAY2 16:19:41 - 16:19:43, Tasha: I put it back in the suitcase."", ""DAY2 16:20:56 - 16:20:58, Tasha: Put it in the suitcase."", ""DAY2 16:21:32 - 16:21:33, Tasha: Open the suitcase."", ""DAY2 16:21:32 - 16:21:32, Tasha: Moved the suitcase handle."", ""DAY2 17:16:44 - 17:16:45, Alice: Then open my suitcase."", ""DAY2 22:03:18 - 22:03:21, Jake: Then my phone is facing down towards the suitcase."", ""DAY2 22:38:27 - 22:38:29, Alice: Except for my suitcase placed beside me."", ""DAY2 22:49:11 - 22:49:14, Alice: Then I pointed to the table next to the suitcase."", ""DAY2 22:55:35 - 22:55:39, Alice: Then I measured the length and width of my suitcase again.""]"
1654,environmental_interaction,environmental_interaction,Who was the last person to use the suitcase on DAY3?,"[""Jake"", ""Lucia"", ""Tasha"", ""Alice"", ""Katrina""]",Tasha,"[""DAY3 12:23:53 - 12:23:56, Tasha: After that, I closed the suitcase and placed the mouse on it."", ""DAY3 12:36:29 - 12:36:30, Tasha: Then open the suitcase."", ""DAY3 17:32:01 - 17:32:04, Lucia: Prepare to put the bag into the trunk."", ""DAY3 19:33:57 - 19:33:59, Katrina: I stepped over the luggage."", ""DAY3 19:34:06 - 19:34:08, Katrina: Turn around and step over the suitcase."", ""DAY3 20:18:35 - 20:18:36, Katrina: I walked around the suitcase."", ""DAY3 20:18:44 - 20:18:45, Katrina: Turn around and go around the suitcase."", ""DAY3 20:26:22 - 20:26:23, Katrina: Bypass luggage"", ""DAY3 20:26:28 - 20:26:29, Katrina: Step over the suitcase.""]"
1655,environmental_interaction,environmental_interaction,Who was the last person to use the suitcase on DAY5?,"[""Katrina"", ""Jake"", ""Shure"", ""Lucia"", ""Alice""]",Katrina,"[""DAY5 11:55:04 - 11:55:07, Lucia: He turned back and put the bag into the suitcase."", ""DAY5 12:35:54 - 12:35:54, Katrina: I stepped over the suitcase."", ""DAY5 12:36:01 - 12:36:03, Katrina: I turned around, stepped over the suitcase, and opened the door."", ""DAY5 16:32:00 - 16:32:03, Shure: Then the trunk of the car is open."", ""DAY5 16:32:01 - 16:32:04, Katrina: Nicous organized the items in the trunk."", ""DAY5 16:32:12 - 16:32:18, Katrina: Choiszt has pushed the car purchase to the back of the trunk."", ""DAY5 16:32:17 - 16:32:19, Shure: I am looking at the trunk."", ""DAY5 16:32:18 - 16:32:20, Katrina: Choiszt pointed to the inside of the trunk."", ""DAY5 16:32:25 - 16:32:26, Shure: Then put it in the trunk."", ""DAY5 16:32:36 - 16:32:38, Shure: Put it in that trunk."", ""DAY5 16:32:36 - 16:32:40, Katrina: Put it in the trunk."", ""DAY5 16:32:38 - 16:32:41, Shure: Then Choiszt was also put in the trunk."", ""DAY5 16:32:50 - 16:32:51, Katrina: I picked up the water from the trunk."", ""DAY5 16:32:52 - 16:32:55, Shure: Planning the trunk space."", ""DAY5 16:33:04 - 16:33:08, Katrina: NicousShure is at the trunk."", ""DAY5 16:33:06 - 16:33:08, Shure: Then I closed the trunk."", ""DAY5 16:43:08 - 16:43:13, Alice: I stood up, squatted down, and started looking for something in my suitcase."", ""DAY5 16:43:15 - 16:43:18, Alice: I tried to pull out the handle of the suitcase."", ""DAY5 16:43:40 - 16:43:43, Alice: I continue to tidy up the suitcase."", ""DAY5 16:43:45 - 16:43:47, Alice: I am looking for something in the suitcase."", ""DAY5 16:43:51 - 16:43:54, Alice: I tried to pull out the handle of the suitcase."", ""DAY5 16:44:07 - 16:44:10, Alice: I continue to fiddle with the suitcase's handle."", ""DAY5 16:44:28 - 16:44:30, Alice: I moved my suitcase."", ""DAY5 16:44:39 - 16:44:40, Alice: I kicked my suitcase."", ""DAY5 16:48:31 - 16:48:34, Alice: I squatted down next to the suitcase."", ""DAY5 16:50:02 - 16:50:06, Alice: I picked up the power adapter from inside the suitcase."", ""DAY5 16:54:47 - 16:54:50, Alice: I put the headphones, computer, mouse, and power adapter in the suitcase."", ""DAY5 18:28:23 - 18:28:24, Alice: Kicked the suitcase."", ""DAY5 18:32:31 - 18:32:33, Alice: I closed the suitcase."", ""DAY5 18:32:35 - 18:32:39, Alice: I closed the suitcase."", ""DAY5 18:32:41 - 18:32:47, Alice: I fastened the suitcase."", ""DAY5 18:32:48 - 18:32:50, Alice: I stood the suitcase up."", ""DAY5 18:32:54 - 18:32:56, Alice: Put the suitcase in the corner."", ""DAY5 18:35:03 - 18:35:04, Alice: Moved the suitcase a bit."", ""DAY5 18:35:46 - 18:35:48, Katrina: I walked over the suitcase towards the vanity."", ""DAY5 18:39:22 - 18:39:25, Alice: I put the sealing bag on top of the suitcase."", ""DAY5 18:45:21 - 18:45:25, Alice: I put my phone on the suitcase."", ""DAY5 18:48:19 - 18:48:26, Katrina: I turned around, stepped over the suitcase, and walked out of the bedroom."", ""DAY5 18:49:14 - 18:49:16, Alice: I put the scissors on the suitcase."", ""DAY5 18:49:48 - 18:49:50, Alice: I picked up the things on the suitcase."", ""DAY5 18:49:54 - 18:49:56, Alice: I put the things back in the suitcase again."", ""DAY5 18:58:44 - 18:58:47, Alice: Put the remaining tape on the suitcase."", ""DAY5 18:58:51 - 18:58:52, Alice: Placed on the suitcase."", ""DAY5 20:22:53 - 20:22:57, Katrina: I turned left and stepped over my suitcase."", ""DAY5 20:24:34 - 20:24:40, Katrina: I picked up a coat from the suitcase."", ""DAY5 20:24:47 - 20:24:49, Katrina: I stepped over the suitcase."", ""DAY5 20:27:15 - 20:27:17, Katrina: I turned left and put the takeout paper bag into the suitcase."", ""DAY5 20:27:20 - 20:27:25, Katrina: I turned left, stepped over the suitcase, and walked towards the table."", ""DAY5 20:27:37 - 20:27:45, Katrina: I turned left and continued to rummage through the items in the suitcase."", ""DAY5 20:29:31 - 20:29:33, Katrina: I stood up and then squatted down to put the items on the ground into the suitcase."", ""DAY5 20:29:33 - 20:29:36, Katrina: I stood up, stepped over the suitcase, and walked out of the bedroom."", ""DAY5 20:42:59 - 20:42:59, Katrina: I stepped over the suitcase."", ""DAY5 22:36:49 - 22:36:57, Katrina: I crossed over the suitcase and hung the hanger on the shelf in the corner.""]"
